proxy_start hostname=ganymede http=0.0.0.0:30143 registry=0.0.0.0:31143
registry_add role=decode http=10.1.0.3:33143 zmq=10.1.0.3:34143
registry_add role=prefill http=10.1.0.6:32143 zmq=10.1.0.6:34143
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=158 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_55b2442822da497fa97f2f00c7d73723 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=159 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_e8af42c0b8574746b90d5d67f3e23bea prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=160 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_0ef50762c7f243a8a7c853a047125a9e prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=161 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_71ec4d48f45848f391992c792e89d6b9 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=162 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_745371d4e08845e686e4fd8d55f61da6 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=163 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_2d5fee5c393d44b18ab9d73de0c98948 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=164 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_2624f7e1546d4c36a9e307d43b3fbbcc prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=165 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_f1b00053ea62470e8d4b159df4e7e61e prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=166 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_db19379345774cdf9ac8b366823f3df4 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=167 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_5c2f363549e14c5f85581bd3452ce8e3 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=168 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_159853a60dbc44e8b8acaffdd46807f6 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=169 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_3ef4627fcd05486f8f5ae26e064190e8 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=170 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_9f4ab7f3b0bc45dc90d9accad686418e prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=171 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_e82f2565452c475ab5c4af51e84cbdb3 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=172 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_b98eaa633b484e3b87ed149788147aa3 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=173 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_e3f6b3d726ec43e0a383bbf6b5c6affc prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=174 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_e9c717fa969d435ea9e20dce17d86f2a prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=175 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_b1937482cfcf4cf8a63144e44f3b7c28 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=176 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_70c9524d3bb740728ea41d2894c1195c prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=177 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_26dd95f1e1284283a5168e148be73b91 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=178 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_59aa48319ff84f16b64af01e0c407930 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=179 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_21cdc5d18142476bbf38026b3b448c0b prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=180 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_f85e81605f53456eb596a70abbf78daf prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=181 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_7bd8ac82ff7a4ef793232d61578150cf prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
